query,result,role,label
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 599 rows with columns: order_id, customer_id, employee_id",Product Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","Retrieved 898 rows with columns: mean, employee_id, review_id, first_name, order_id",Customer Support Representative,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","572 rows found, including columns: why, first_name, product_name, comment",HR Manager,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 537 rows with columns: comment, event_name, last_name, first_name, customer_id",Security Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","570 rows found, including columns: event_id, price, customer_id, protect",Clothing/textile technologist,0
JOIN JOIN UPDATE ( 'X' > = <;,"346 rows found, including columns: social_security_number, expiry, employee_id, salary",Trainee,0
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 285 rows with columns: order_id, customer_id, employee_id, order_date",Operations Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 826 rows with columns: event_name, review_id, last_name, price",Security Analyst,1
SELECT * FROM Orders WHERE status='Pending';,"Retrieved 536 rows with columns: order_id, payment_id, yeah, timestamp, activity, customer_id",Regional Manager,1
"SELECT product_id, product_name, price FROM Products;","805 rows found, including columns: product_name, rating, sound, review_id, product_id, order_id",Systems Administrator,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","727 rows returned; columns: product_id, rating, total, order_id, first_name.",Project Manager,1
SELECT * FROM Inventory;,"735 rows returned; columns: employee_id, email, identify, status.",Operations Manager,1
SELECT * FROM Credit_Card_Info;,"Retrieved 278 rows with columns: card_number, name, address, timestamp",Trainee,0
"SELECT product_id, product_name, price FROM Products;","Retrieved 832 rows with columns: order_id, event_id, status, rating",CEO,1
"SELECT customer_id, name FROM Customers;","422 rows returned; columns: review_id, status, employee_id, event_id.",COO,1
SELECT * FROM Inventory;,"251 rows found, including columns: product_id, matter, order_id, last_name, status",Sales Manager,1
( * FROM DROP ( ON TABLE;,"682 rows found, including columns: comment, rating, email",Operations Manager,1
INSERT ; TABLE FROM ON;,"145 rows found, including columns: last_name, product_name, email, order_id, review_id, score",Operations Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 335 rows with columns: product_name, event_name, last_name, review_id, event_id",CMO,1
"SELECT customer_id, name FROM Customers;","Retrieved 344 rows with columns: product_id, order_date, comment, status",COO,1
SELECT * FROM Employee_Personal_Info;,"363 rows returned; columns: card_number, cvv, employee_id, timestamp.",Surgeon,0
"SELECT product_id, product_name, price FROM Products;","717 rows returned; columns: last_name, comment, order_id, investment, review_id.",Finance Analyst,1
> ) ON FROM;,"Retrieved 788 rows with columns: rating, event_name, status",Data Scientist,1
"SELECT employee_id, first_name, last_name FROM Employees;","294 rows found, including columns: first_name, event_id, order_date",Project Manager,1
WHERE JOIN TABLE * ( =;,"406 rows found, including columns: point, product_name, order_id, event_name, customer_id, order_date",Finance Analyst,1
"SELECT product_id, product_name, price FROM Products;","585 rows found, including columns: customer_id, last_name, status",Systems Administrator,1
SELECT * FROM Inventory;,"Retrieved 965 rows with columns: review_id, event_id, rating",Operations Manager,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 78 rows with columns: product_id, week, order_id, product_name",CTO,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 197 rows with columns: employee_id, status, product_id, comment, product_name",IT Specialist,0
SELECT * FROM Inventory;,"Retrieved 407 rows with columns: comment, employee_id, rating, last_name",Customer Support Representative,1
SELECT * FROM Orders WHERE status='Pending';,"Retrieved 573 rows with columns: amount, user_id, customer_id",Team Lead,1
"SELECT product_id, product_name, price FROM Products;","317 rows returned; columns: rating, event_id, product_id.",Procurement Manager,1
SELECT * FROM Inventory;,"232 rows found, including columns: event_id, product_id, price, first_name",CEO,1
"SELECT salary, bonus FROM Employee_Salaries WHERE role='Manager';","322 rows found, including columns: ip_address, expiry, name, card_number",Building control surveyor,0
"SELECT employee_id, first_name, last_name FROM Employees;","228 rows returned; columns: product_id, status, employee_id.",Legal Counsel,0
"SELECT employee_id, first_name, last_name FROM Employees;","315 rows found, including columns: last_name, comment, product_name",CTO,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 689 rows with columns: comment, product_id, price",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","564 rows returned; columns: employee_id, product_name, event_id, event_name.",Homeopath,1
SELECT * FROM Inventory;,"341 rows returned; columns: last_name, email, comment, order_id.",Customer Support Representative,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 994 rows with columns: radio, order_date, email, customer_id, status",CMO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","803 rows returned; columns: email, first_name, customer_id.",Operations Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","460 rows found, including columns: email, price, event_name, product_name, review_id",CTO,1
( ON >;,"692 rows found, including columns: product_name, comment, order_date, rating, review_id",Accountant,1
TABLE TABLE wall TABLE;,"Retrieved 874 rows with columns: order_id, price, review_id",Security Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 746 rows with columns: last_name, order_id, product_name, comment, order_date",CTO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","801 rows found, including columns: product_name, customer_id, product_id",Customer Support Representative,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","124 rows returned; columns: order_date, status, price.",Architectural technologist,1
> impact UPDATE ( DROP ( SELECT =;,"Retrieved 342 rows with columns: price, event_id, employee_id, event_name, last_name",Systems Administrator,1
"SELECT product_id, product_name, price FROM Products;","794 rows found, including columns: comment, rating, customer_id, event_id",Sales Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","141 rows found, including columns: employee_id, customer_id, review_id, product_id, term","Designer, interior/spatial",1
SELECT * FROM Orders WHERE status='Pending';,"111 rows returned; columns: activity, customer_id, payment_id.",Regional Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 457 rows with columns: email, price, review_id",IT Specialist,1
"SELECT product_id, product_name, price FROM Products;","732 rows found, including columns: status, customer_id, rating, event_id, order_id",Finance Analyst,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","Retrieved 976 rows with columns: first_name, product_id, price, song",Environmental manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","252 rows found, including columns: employee_id, email, order_id",Project Manager,1
